0,8271
0,117
0,3371
0,3684
0,6849
0,7351
0,4626
0,3225
0,112
0,5133
0,1215
0,2726
0,2240
0,3348
0,7809
0,7035
1,8168
1,7603
1,2471
1,5314
1,8493
1,5785
1,3588
1,7282
1,1111
1,9497
1,1705
1,7476
1,9539
1,3774
1,6167
1,1017
2,8175
2,4622
2,7976
2,5560
2,7577
2,1413
2,2599
2,1501
2,2846
2,8867
2,4647
2,899
2,3497
2,1515
2,9269
2,7541
3,439
3,5510
3,9836
3,4804
3,5080
3,9127
3,3571
3,7254
3,5868
3,7261
3,9175
3,9536
3,943
3,4528
3,2289
3,5813
4,8881
4,6887
4,3628
4,7076
4,8580
4,8393
4,9389
4,653
4,805
4,929
4,8490
4,9205
4,1430
4,1042
4,2241
4,8535
5,8643
5,1257
5,8423
5,4928
5,9260
5,3252
5,9285
5,6123
5,8293
5,9367
5,7360
5,74
5,2778
5,2857
5,785
5,5546
6,3302
6,2236
6,3634
6,6046
6,1653
6,5679
6,6783
6,8540
6,9631
6,6157
6,4142
6,684
6,4952
6,2813
6,3158
6,586
7,5140
7,9604
7,6066
7,7748
7,1533
7,6139
7,3961
7,200
7,8535
7,3121
7,5385
7,8151
7,3571
7,3879
7,2622
7,1631
8,5561
8,8413
8,9828
8,5084
8,1707
8,9915
8,3449
8,4823
8,6142
8,2306
8,3716
8,6415
8,9065
8,7973
8,5800
8,2067
9,9125
9,9473
9,4538
9,9551
9,9459
9,3828
9,7335
9,2757
9,5607
9,5250
9,704
9,9804
9,1066
9,7554
9,6496
9,3750
10,9383
10,3009
10,4865
10,5331
10,4735
10,5648
10,4834
10,5972
10,2014
10,2646
10,9515
10,2060
10,3302
10,9072
10,3545
10,5156
11,1325
11,4667
11,5954
11,1776
11,6982
11,1334
11,6378
11,2209
11,6055
11,3916
11,2735
11,6326
11,7230
11,9663
11,4558
11,2633
12,115
12,5148
12,6312
12,3917
12,6736
12,698
12,4030
12,1959
12,1982
12,9294
12,4364
12,8641
12,2873
12,2197
12,9064
12,511
13,1771
13,5793
13,2501
13,7262
13,2537
13,2606
13,7397
13,9888
13,7637
13,1535
13,7013
13,9603
13,970
13,1734
13,506
13,6202
14,3131
14,3578
14,1102
14,7272
14,5080
14,1928
14,2468
14,2364
14,6023
14,6524
14,5836
14,9282
14,1805
14,1088
14,6493
14,8439
15,2746
15,2321
15,7726
15,2293
15,5194
15,1006
15,7959
15,2061
15,1426
15,1572
15,620
15,1922
15,4306
15,4939
15,1871
15,9806
16,9868
16,2798
16,9596
16,2173
16,504
16,3951
16,6737
16,7502
16,2779
16,9792
16,4432
16,6296
16,2731
16,8586
16,3461
16,2775
17,9086
17,9861
17,1480
17,5399
17,6370
17,4405
17,6263
17,8145
17,7143
17,5652
17,620
17,3683
17,3618
17,9290
17,7732
17,1435
18,7996
18,2402
18,682
18,3078
18,3159
18,3773
18,8869
18,6608
18,8801
18,6648
18,2189
18,3006
18,7704
18,4242
18,9961
18,3371
19,7561
19,2010
19,8522
19,2514
19,7717
19,522
19,4289
19,7056
19,4923
19,5363
19,3171
19,3516
19,4872
19,2344
19,2079
19,1347
20,3329
20,4237
20,3558
20,8668
20,3919
20,7832
20,5662
20,7684
20,6775
20,5041
20,7095
20,8099
20,717
20,9903
20,4571
20,8158
21,5927
21,2727
21,6195
21,4939
21,4807
21,8185
21,6158
21,8645
21,4903
21,2752
21,1061
21,4453
21,6543
21,8160
21,2738
21,1230
22,1617
22,5017
22,6326
22,9322
22,9759
22,1460
22,5959
22,6147
22,4720
22,8498
22,8452
22,3051
22,2926
22,7679
22,7371
22,4509
23,7464
23,6312
23,4430
23,2838
23,4018
23,3502
23,9770
23,615
23,9952
23,7260
23,8730
23,2797
23,8457
23,2169
23,804
23,1575
24,5482
24,2573
24,4302
24,9218
24,8600
24,3955
24,5569
24,7141
24,5319
24,8013
24,752
24,2371
24,2739
24,964
24,3438
24,2063
25,2078
25,8877
25,4802
25,9369
25,1667
25,7475
25,6040
25,2425
25,3329
25,6320
25,7412
25,7339
25,6612
25,4551
25,102
25,9205
26,4733
26,2575
26,8883
26,1415
26,1334
26,7138
26,9681
26,8074
26,1137
26,9391
26,505
26,5383
26,6688
26,276
26,7468
26,5490
27,4634
27,2669
27,8021
27,7271
27,7939
27,2383
27,7992
27,2323
27,4512
27,4790
27,104
27,1833
27,3552
27,5394
27,4120
27,4133
28,3958
28,2294
28,6425
28,3648
28,1620
28,998
28,9149
28,2653
28,4817
28,2678
28,3007
28,852
28,2995
28,1200
28,2766
28,9339
29,4490
29,5122
29,8492
29,1657
29,3391
29,1131
29,3847
29,6970
29,681
29,2244
29,9417
29,4854
29,6870
29,8572
29,3292
29,2135
30,8600
30,3111
30,2199
30,3910
30,4160
30,6031
30,5255
30,8146
30,5644
30,4507
30,263
30,5749
30,827
30,1311
30,5616
30,8891
31,3636
31,5168
31,9767
31,784
31,6773
31,1115
31,8280
31,9684
31,9584
31,4698
31,4590
31,2810
31,4851
31,8278
31,1302
31,7602
32,7533
32,4885
32,3827
32,5791
32,4382
32,3438
32,1244
32,8544
32,427
32,2894
32,7224
32,8467
32,428
32,3254
32,716
32,8938
33,8247
33,2832
33,7707
33,1077
33,4668
33,5461
33,8066
33,1821
33,1237
33,1711
33,7009
33,288
33,6902
33,4264
33,813
33,9272
34,1286
34,5310
34,3595
34,416
34,5613
34,739
34,6413
34,3205
34,1607
34,6598
34,9344
34,9357
34,5481
34,133
34,1878
34,4423
35,653
35,4289
35,5088
35,4039
35,672
35,698
35,2459
35,2185
35,3374
35,1784
35,5609
35,8103
35,3037
35,1913
35,9543
35,8240
36,2413
36,7624
36,7398
36,995
36,6415
36,8292
36,2731
36,9104
36,3538
36,2264
36,6748
36,995
36,8559
36,1646
36,5625
36,9266
37,4275
37,2214
37,7419
37,9934
37,291
37,81
37,2353
37,1164
